id,connector_id,table_name,tablespace_name,num_rows,size_rows_bytes,is_partitioned
11144,189,postgres.public.shipdate_1992,public,0.0,0.0,False
11145,189,postgres.public.testitem,public,0.0,0.0,False
11146,189,postgres.public.shipdate_1994,public,0.0,0.0,False
11147,189,postgres.public.shipdate_1995,public,0.0,0.0,False
11263,172,postgres.kinisi.logger,kinisi,934.0,557056.0,False
11264,172,postgres.kinisi.metadata,kinisi,852.0,81920.0,False
11265,172,postgres.kinisi.objects,kinisi,163.0,16384.0,False
11266,172,postgres.kinisi.jobs,kinisi,66.0,131072.0,False
11267,172,postgres.kinisi.watermark,kinisi,27.0,8192.0,False
11268,172,postgres.kinisi.extended_connections,kinisi,26.0,8192.0,False
11269,172,postgres.kinisi.connections,kinisi,24.0,16384.0,False
10777,183,_exec,public,0.0,0.0,False
10778,183,lineitem_partitioned,public,0.0,0.0,True
10779,183,shipdate_1992,public,0.0,0.0,False
10780,183,testitem,public,0.0,0.0,False
10781,183,shipdate_1994,public,0.0,0.0,False
10782,183,shipdate_1995,public,0.0,0.0,False
10783,183,shipdate_1996,public,0.0,0.0,False
10784,183,shipdate_1997,public,0.0,0.0,False
10785,183,shipdate_1998,public,0.0,0.0,False
10786,183,performance_logger,public,0.0,0.0,False
10787,183,shipdate_1993,public,0.0,0.0,False
10788,183,national,public,0.0,8192.0,False
10789,183,region,public,0.0,8192.0,False
10790,183,test_table,test_schema,0.0,0.0,False
11232,205,postgres.kinisi.logger,kinisi,934.0,557056.0,False
10936,166,postgres.kinisi.logger,kinisi,906.0,557056.0,False
10937,166,postgres.kinisi.metadata,kinisi,761.0,81920.0,False
10938,166,postgres.kinisi.objects,kinisi,147.0,16384.0,False
10939,166,postgres.kinisi.jobs,kinisi,52.0,98304.0,False
10940,166,postgres.kinisi.extended_connections,kinisi,26.0,8192.0,False
10707,181,retailers,company,639968.0,63996800.0,False
10708,181,visitors,company,13569984.0,1356998400.0,False
10723,194,Travellers,Performance,22649952.0,2264995200.0,False
10724,194,Customers,Performance,18549960.0,1854996000.0,False
10725,194,Dealers,Performance,17199936.0,1719993600.0,False
10726,194,README,READ__ME_TO_RECOVER_YOUR_DATA,1.0,100.0,False
10727,194,people,world,275992.0,27599200.0,False
10728,194,People,world,399992.0,39999200.0,False
10791,191,logger,kinisi,821.0,557056.0,False
10792,191,metadata,kinisi,759.0,81920.0,False
10793,191,objects,kinisi,140.0,16384.0,False
10941,166,postgres.kinisi.connections,kinisi,24.0,8192.0,False
10942,166,postgres.kinisi.watermark,kinisi,20.0,8192.0,False
10943,166,postgres.public.export,public,949215.0,93011968.0,False
10944,166,postgres.public.part,public,186308.0,33562624.0,False
11233,205,postgres.kinisi.metadata,kinisi,821.0,81920.0,False
11234,205,postgres.kinisi.objects,kinisi,163.0,16384.0,False
11235,205,postgres.kinisi.jobs,kinisi,66.0,131072.0,False
11236,205,postgres.kinisi.watermark,kinisi,27.0,8192.0,False
10945,166,postgres.public.customer,public,136943.0,29368320.0,False
10946,166,postgres.public.metadata,public,542.0,73728.0,False
10947,166,postgres.public.logger,public,347.0,253952.0,False
10948,166,postgres.public.objects,public,82.0,8192.0,False
10949,166,postgres.public.connections,public,28.0,8192.0,False
10950,166,postgres.public.nation,public,25.0,8192.0,False
10951,166,postgres.public.extended_connections,public,7.0,8192.0,False
10952,166,postgres.public.jobs,public,6.0,65536.0,False
10953,166,postgres.public._exec,public,0.0,0.0,False
10954,166,postgres.public.lineitem_partitioned,public,0.0,0.0,True
10955,166,postgres.public.shipdate_1992,public,0.0,0.0,False
10956,166,postgres.public.testitem,public,0.0,0.0,False
10957,166,postgres.public.shipdate_1994,public,0.0,0.0,False
10958,166,postgres.public.shipdate_1995,public,0.0,0.0,False
10959,166,postgres.public.shipdate_1996,public,0.0,0.0,False
10960,166,postgres.public.shipdate_1997,public,0.0,0.0,False
10961,166,postgres.public.shipdate_1998,public,0.0,0.0,False
10962,166,postgres.public.performance_logger,public,0.0,0.0,False
10963,166,postgres.public.shipdate_1993,public,0.0,0.0,False
10964,166,postgres.public.national,public,0.0,8192.0,False
10965,166,postgres.public.region,public,0.0,8192.0,False
11038,192,Performance.Travellers,Performance,1483844.0,148384400.0,False
11039,192,test_mongo_db.test_collection,test_mongo_db,0.0,0.0,False
10794,191,jobs,kinisi,34.0,65536.0,False
10795,191,connections,kinisi,24.0,8192.0,False
10796,191,watermark,kinisi,20.0,8192.0,False
10797,191,extended_connections,kinisi,12.0,8192.0,False
10798,191,export,public,949215.0,93011968.0,False
10799,191,part,public,186308.0,33562624.0,False
10800,191,customer,public,136943.0,29368320.0,False
10801,191,metadata,public,542.0,73728.0,False
10802,191,logger,public,347.0,253952.0,False
10803,191,objects,public,82.0,8192.0,False
10804,191,connections,public,28.0,8192.0,False
10805,191,nation,public,25.0,8192.0,False
10806,191,extended_connections,public,7.0,8192.0,False
10807,191,jobs,public,6.0,65536.0,False
10808,191,_exec,public,0.0,0.0,False
10809,191,lineitem_partitioned,public,0.0,0.0,True
10810,191,shipdate_1992,public,0.0,0.0,False
10811,191,testitem,public,0.0,0.0,False
10812,191,shipdate_1994,public,0.0,0.0,False
10813,191,shipdate_1995,public,0.0,0.0,False
10814,191,shipdate_1996,public,0.0,0.0,False
10815,191,shipdate_1997,public,0.0,0.0,False
10816,191,shipdate_1998,public,0.0,0.0,False
10817,191,performance_logger,public,0.0,0.0,False
10818,191,shipdate_1993,public,0.0,0.0,False
10819,191,national,public,0.0,8192.0,False
10820,191,region,public,0.0,8192.0,False
10821,191,test_table,test_schema,0.0,0.0,False
11040,192,migration_db.Travellers,migration_db,175000.0,17500000.0,False
11041,192,migration_db.test_collection,migration_db,2244.0,224400.0,False
11042,192,migration_db.visitors,migration_db,0.0,0.0,False
11043,192,migration_db.connections,migration_db,28.0,2800.0,False
11044,192,migration_db.retailers,migration_db,220000.0,22000000.0,False
11148,189,postgres.public.shipdate_1996,public,0.0,0.0,False
11149,189,postgres.public.shipdate_1997,public,0.0,0.0,False
11150,189,postgres.public.shipdate_1998,public,0.0,0.0,False
11151,189,postgres.public.performance_logger,public,0.0,0.0,False
11152,189,postgres.public.shipdate_1993,public,0.0,0.0,False
11153,189,postgres.public.national,public,0.0,8192.0,False
11154,189,postgres.public.region,public,0.0,8192.0,False
11155,189,test_db.test_schema.test_table,test_schema,0.0,0.0,False
